age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,
48,services,married,secondary,no,11516,no,no,unknown,11,jun,399,8,-1,0,unknown,no,
55,admin.,married,secondary,no,994,no,no,unknown,11,jun,490,2,-1,0,unknown,no,
58,retired,married,tertiary,no,44,yes,no,unknown,8,may,12,2,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
58,retired,married,tertiary,no,44,yes,no,unknown,8,may,12,2,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
58,retired,married,tertiary,no,44,yes,no,unknown,8,may,12,2,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
58,retired,married,tertiary,no,44,yes,no,unknown,8,may,12,2,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
53,unemployed,married,secondary,no,582,yes,no,unknown,8,may,96,2,-1,0,unknown,no,
55,technician,married,unknown,no,84,yes,no,unknown,8,may,166,1,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
58,retired,married,tertiary,no,44,yes,no,unknown,8,may,12,2,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
58,retired,married,tertiary,no,44,yes,no,unknown,8,may,12,2,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
59,admin.,married,unknown,no,0,no,no,unknown,11,jun,242,2,-1,0,unknown,no,
49,blue-collar,married,secondary,no,59,yes,no,unknown,9,jun,154,10,-1,0,unknown,no,
54,retired,married,secondary,no,1851,no,no,unknown,11,jun,296,3,-1,0,unknown,no,
59,admin.,married,unknown,no,0,no,no,unknown,11,jun,242,2,-1,0,unknown,no,
55,admin.,married,secondary,no,994,no,no,unknown,11,jun,490,2,-1,0,unknown,no,
57,self-employed,married,unknown,no,964,no,no,unknown,11,jun,70,5,-1,0,unknown,no,
57,self-employed,married,unknown,no,964,no,no,unknown,11,jun,70,5,-1,0,unknown,no,
47,blue-collar,married,primary,no,4157,no,no,unknown,11,jun,90,3,-1,0,unknown,no,
48,services,married,secondary,no,11516,no,no,unknown,11,jun,399,8,-1,0,unknown,no,
55,admin.,married,secondary,no,994,no,no,unknown,11,jun,490,2,-1,0,unknown,no,
55,admin.,married,secondary,no,994,no,no,unknown,11,jun,490,2,-1,0,unknown,no,
57,self-employed,married,unknown,no,964,no,no,unknown,11,jun,70,5,-1,0,unknown,no,
57,self-employed,married,unknown,no,964,no,no,unknown,11,jun,70,5,-1,0,unknown,no,
47,blue-collar,married,primary,no,4157,no,no,unknown,11,jun,90,3,-1,0,unknown,no,
48,services,married,secondary,no,11516,no,no,unknown,11,jun,399,8,-1,0,unknown,no,
55,admin.,married,secondary,no,994,no,no,unknown,11,jun,490,2,-1,0,unknown,no,
61,blue-collar,married,primary,no,734,yes,no,unknown,8,may,204,1,-1,0,unknown,no,
48,technician,divorced,secondary,no,177,yes,no,unknown,8,may,471,1,-1,0,unknown,no,
49,entrepreneur,divorced,secondary,no,159,yes,no,unknown,13,may,95,3,-1,0,unknown,no,
50,blue-collar,married,primary,no,5356,no,no,unknown,13,may,289,1,-1,0,unknown,no,
51,admin.,single,secondary,no,3132,no,no,unknown,13,may,459,1,-1,0,unknown,no,
52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown,no,
55,technician,married,unknown,no,84,yes,no,unknown,8,may,166,1,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,may,1015,1,-1,0,unknown,yes,
48,management,married,tertiary,no,1949,yes,no,unknown,13,may,683,2,-1,0,unknown,yes,
48,management,married,tertiary,no,1949,yes,no,unknown,13,may,683,2,-1,0,unknown,yes,
52,services,divorced,secondary,no,1635,yes,no,unknown,13,may,730,1,-1,0,unknown,no,
54,admin.,divorced,secondary,no,1814,no,no,unknown,13,may,521,1,-1,0,unknown,no,
45,entrepreneur,divorced,tertiary,no,0,yes,no,unknown,13,may,170,1,-1,0,unknown,no,
46,management,married,tertiary,no,48,no,no,unknown,13,may,120,1,-1,0,unknown,no,
47,blue-collar,married,primary,no,521,yes,no,unknown,13,may,262,1,-1,0,unknown,no,
48,services,divorced,primary,no,189,yes,no,unknown,13,may,768,1,-1,0,unknown,no,
49,entrepreneur,divorced,secondary,no,159,yes,no,unknown,13,may,95,3,-1,0,unknown,no,
50,blue-collar,married,primary,no,5356,no,no,unknown,13,may,289,1,-1,0,unknown,no,
51,admin.,single,secondary,no,3132,no,no,unknown,13,may,459,1,-1,0,unknown,no,
52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no,
61,blue-collar,married,primary,no,734,yes,no,unknown,8,may,204,1,-1,0,unknown,no,
43,blue-collar,married,primary,no,3131,yes,no,unknown,3,jun,441,3,-1,0,unknown,no,
51,technician,married,unknown,no,205,yes,yes,unknown,13,may,665,1,-1,0,unknown,no,
26,admin.,single,secondary,no,92,yes,no,unknown,13,may,259,1,-1,0,unknown,no,
55,blue-collar,divorced,primary,no,39,yes,no,unknown,13,may,343,1,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
58,retired,married,tertiary,no,44,yes,no,unknown,8,may,12,2,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
58,retired,married,tertiary,no,44,yes,no,unknown,8,may,12,2,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
59,retired,divorced,unknown,no,-49,yes,no,unknown,13,may,248,2,-1,0,unknown,no,
31,technician,married,secondary,no,2363,yes,no,unknown,13,may,247,1,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
26,admin.,single,secondary,no,92,yes,no,unknown,13,may,259,1,-1,0,unknown,no,
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no,
59,management,married,tertiary,no,2020,no,yes,unknown,9,jun,250,2,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no,
58,technician,married,unknown,no,-205,yes,no,unknown,3,jun,497,2,-1,0,unknown,no,
57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no,
52,unemployed,married,secondary,no,2251,yes,no,unknown,3,jun,58,9,-1,0,unknown,no,
57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no,
38,blue-collar,married,primary,no,5839,yes,no,unknown,4,jun,984,2,-1,0,unknown,yes,
39,blue-collar,married,secondary,no,1386,yes,yes,unknown,4,jun,193,2,-1,0,unknown,no,
27,blue-collar,married,secondary,no,6196,yes,no,unknown,4,jun,355,1,-1,0,unknown,no,
29,blue-collar,married,secondary,no,296,yes,no,unknown,4,jun,153,1,-1,0,unknown,no,
30,services,single,secondary,no,773,yes,yes,unknown,4,jun,29,1,-1,0,unknown,no,
34,blue-collar,married,secondary,no,587,yes,no,unknown,4,jun,77,8,-1,0,unknown,no,
35,entrepreneur,married,secondary,no,2008,no,no,unknown,4,jun,178,6,-1,0,unknown,no,
29,blue-collar,single,secondary,no,353,yes,no,unknown,4,jun,184,1,-1,0,unknown,no,
31,blue-collar,single,secondary,no,-173,yes,no,unknown,4,jun,121,2,-1,0,unknown,no,
30,admin.,single,secondary,yes,-242,no,no,unknown,4,jun,276,1,-1,0,unknown,no,
33,blue-collar,married,secondary,no,355,yes,no,unknown,4,jun,87,3,-1,0,unknown,no,
30,blue-collar,married,secondary,no,578,yes,yes,unknown,4,jun,48,1,-1,0,unknown,no,
33,blue-collar,married,secondary,no,355,yes,no,unknown,4,jun,87,3,-1,0,unknown,no,
30,blue-collar,married,secondary,no,578,yes,yes,unknown,4,jun,48,1,-1,0,unknown,no,
33,blue-collar,married,secondary,no,355,yes,no,unknown,4,jun,87,3,-1,0,unknown,no,
59,retired,divorced,secondary,no,284,no,yes,unknown,4,jun,265,2,-1,0,unknown,no,
59,retired,divorced,secondary,no,284,no,yes,unknown,4,jun,265,2,-1,0,unknown,no,
60,retired,married,primary,no,1664,yes,no,unknown,4,jun,142,2,-1,0,unknown,no,
29,management,single,tertiary,no,1566,yes,no,unknown,4,jun,233,1,-1,0,unknown,no,
38,blue-collar,married,primary,no,5839,yes,no,unknown,4,jun,984,2,-1,0,unknown,yes,
60,retired,married,primary,no,1664,yes,no,unknown,4,jun,142,2,-1,0,unknown,no,
29,management,single,tertiary,no,1566,yes,no,unknown,4,jun,233,1,-1,0,unknown,no,
38,blue-collar,married,primary,no,5839,yes,no,unknown,4,jun,984,2,-1,0,unknown,yes,
29,management,single,tertiary,no,1566,yes,no,unknown,4,jun,233,1,-1,0,unknown,no,
38,blue-collar,married,primary,no,5839,yes,no,unknown,4,jun,984,2,-1,0,unknown,yes,
39,blue-collar,married,secondary,no,1386,yes,yes,unknown,4,jun,193,2,-1,0,unknown,no,
27,blue-collar,married,secondary,no,6196,yes,no,unknown,4,jun,355,1,-1,0,unknown,no,
29,blue-collar,married,secondary,no,296,yes,no,unknown,4,jun,153,1,-1,0,unknown,no,
30,services,single,secondary,no,773,yes,yes,unknown,4,jun,29,1,-1,0,unknown,no,
34,blue-collar,married,secondary,no,587,yes,no,unknown,4,jun,77,8,-1,0,unknown,no,
35,entrepreneur,married,secondary,no,2008,no,no,unknown,4,jun,178,6,-1,0,unknown,no,
29,blue-collar,single,secondary,no,353,yes,no,unknown,4,jun,184,1,-1,0,unknown,no,
31,blue-collar,single,secondary,no,-173,yes,no,unknown,4,jun,121,2,-1,0,unknown,no,
30,admin.,single,secondary,yes,-242,no,no,unknown,4,jun,276,1,-1,0,unknown,no,
33,blue-collar,married,secondary,no,355,yes,no,unknown,4,jun,87,3,-1,0,unknown,no,
30,blue-collar,married,secondary,no,578,yes,yes,unknown,4,jun,48,1,-1,0,unknown,no,
33,blue-collar,married,secondary,no,355,yes,no,unknown,4,jun,87,3,-1,0,unknown,no,
58,technician,married,unknown,no,-205,yes,no,unknown,3,jun,497,2,-1,0,unknown,no,
57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no,
52,unemployed,married,secondary,no,2251,yes,no,unknown,3,jun,58,9,-1,0,unknown,no,
57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no,
57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no,
52,unemployed,married,secondary,no,2251,yes,no,unknown,3,jun,58,9,-1,0,unknown,no,
57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
49,entrepreneur,divorced,secondary,no,159,yes,no,unknown,13,may,95,3,-1,0,unknown,no,
50,blue-collar,married,primary,no,5356,no,no,unknown,13,may,289,1,-1,0,unknown,no,
51,admin.,single,secondary,no,3132,no,no,unknown,13,may,459,1,-1,0,unknown,no,
52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,may,1015,1,-1,0,unknown,yes,
48,management,married,tertiary,no,1949,yes,no,unknown,13,may,683,2,-1,0,unknown,yes,
48,management,married,tertiary,no,1949,yes,no,unknown,13,may,683,2,-1,0,unknown,yes,
52,services,divorced,secondary,no,1635,yes,no,unknown,13,may,730,1,-1,0,unknown,no,
54,admin.,divorced,secondary,no,1814,no,no,unknown,13,may,521,1,-1,0,unknown,no,
45,entrepreneur,divorced,tertiary,no,0,yes,no,unknown,13,may,170,1,-1,0,unknown,no,
46,management,married,tertiary,no,48,no,no,unknown,13,may,120,1,-1,0,unknown,no,
47,blue-collar,married,primary,no,521,yes,no,unknown,13,may,262,1,-1,0,unknown,no,
48,services,divorced,primary,no,189,yes,no,unknown,13,may,768,1,-1,0,unknown,no,
49,entrepreneur,divorced,secondary,no,159,yes,no,unknown,13,may,95,3,-1,0,unknown,no,
50,blue-collar,married,primary,no,5356,no,no,unknown,13,may,289,1,-1,0,unknown,no,
51,admin.,single,secondary,no,3132,no,no,unknown,13,may,459,1,-1,0,unknown,no,
52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
48,unemployed,married,secondary,no,855,yes,no,unknown,9,may,241,2,-1,0,unknown,no,
56,blue-collar,married,primary,no,420,yes,no,unknown,9,may,76,1,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
26,admin.,single,secondary,no,92,yes,no,unknown,13,may,259,1,-1,0,unknown,no,
43,blue-collar,married,primary,no,3131,yes,no,unknown,3,jun,441,3,-1,0,unknown,no,
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no,
47,blue-collar,married,primary,no,4157,no,no,unknown,11,jun,90,3,-1,0,unknown,no,
48,services,married,secondary,no,11516,no,no,unknown,11,jun,399,8,-1,0,unknown,no,
55,admin.,married,secondary,no,994,no,no,unknown,11,jun,490,2,-1,0,unknown,no,
59,admin.,married,unknown,no,0,no,no,unknown,11,jun,242,2,-1,0,unknown,no,
49,blue-collar,married,secondary,no,59,yes,no,unknown,9,jun,154,10,-1,0,unknown,no,
54,retired,married,secondary,no,1851,no,no,unknown,11,jun,296,3,-1,0,unknown,no,
59,admin.,married,unknown,no,0,no,no,unknown,11,jun,242,2,-1,0,unknown,no,
55,admin.,married,secondary,no,994,no,no,unknown,11,jun,490,2,-1,0,unknown,no,
57,self-employed,married,unknown,no,964,no,no,unknown,11,jun,70,5,-1,0,unknown,no,
57,self-employed,married,unknown,no,964,no,no,unknown,11,jun,70,5,-1,0,unknown,no,
47,blue-collar,married,primary,no,4157,no,no,unknown,11,jun,90,3,-1,0,unknown,no,
48,services,married,secondary,no,11516,no,no,unknown,11,jun,399,8,-1,0,unknown,no,
55,admin.,married,secondary,no,994,no,no,unknown,11,jun,490,2,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
51,technician,married,unknown,no,205,yes,yes,unknown,13,may,665,1,-1,0,unknown,no,
26,admin.,single,secondary,no,92,yes,no,unknown,13,may,259,1,-1,0,unknown,no,
55,blue-collar,divorced,primary,no,39,yes,no,unknown,13,may,343,1,-1,0,unknown,no,
57,management,married,primary,no,1052,yes,no,unknown,13,may,227,4,-1,0,unknown,no,
47,blue-collar,married,primary,no,4157,no,no,unknown,11,jun,90,3,-1,0,unknown,no,
48,services,married,secondary,no,11516,no,no,unknown,11,jun,399,8,-1,0,unknown,no,
55,admin.,married,secondary,no,994,no,no,unknown,11,jun,490,2,-1,0,unknown,no,
59,retired,divorced,unknown,no,-49,yes,no,unknown,13,may,248,2,-1,0,unknown,no,
31,technician,married,secondary,no,2363,yes,no,unknown,13,may,247,1,-1,0,unknown,no,
49,blue-collar,married,secondary,no,59,yes,no,unknown,9,jun,154,10,-1,0,unknown,no,
54,retired,married,secondary,no,1851,no,no,unknown,11,jun,296,3,-1,0,unknown,no,
59,admin.,married,unknown,no,0,no,no,unknown,11,jun,242,2,-1,0,unknown,no,
55,admin.,married,secondary,no,994,no,no,unknown,11,jun,490,2,-1,0,unknown,no,
57,self-employed,married,unknown,no,964,no,no,unknown,11,jun,70,5,-1,0,unknown,no,
57,self-employed,married,unknown,no,964,no,no,unknown,11,jun,70,5,-1,0,unknown,no,
47,blue-collar,married,primary,no,4157,no,no,unknown,11,jun,90,3,-1,0,unknown,no,
48,services,married,secondary,no,11516,no,no,unknown,11,jun,399,8,-1,0,unknown,no,
55,admin.,married,secondary,no,994,no,no,unknown,11,jun,490,2,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no,
58,technician,married,unknown,no,-205,yes,no,unknown,3,jun,497,2,-1,0,unknown,no,
57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no,
52,unemployed,married,secondary,no,2251,yes,no,unknown,3,jun,58,9,-1,0,unknown,no,
57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no,
38,blue-collar,married,primary,no,5839,yes,no,unknown,4,jun,984,2,-1,0,unknown,yes,
39,blue-collar,married,secondary,no,1386,yes,yes,unknown,4,jun,193,2,-1,0,unknown,no,
27,blue-collar,married,secondary,no,6196,yes,no,unknown,4,jun,355,1,-1,0,unknown,no,
29,blue-collar,married,secondary,no,296,yes,no,unknown,4,jun,153,1,-1,0,unknown,no,
30,services,single,secondary,no,773,yes,yes,unknown,4,jun,29,1,-1,0,unknown,no,
34,blue-collar,married,secondary,no,587,yes,no,unknown,4,jun,77,8,-1,0,unknown,no,
35,entrepreneur,married,secondary,no,2008,no,no,unknown,4,jun,178,6,-1,0,unknown,no,
29,blue-collar,single,secondary,no,353,yes,no,unknown,4,jun,184,1,-1,0,unknown,no,
31,blue-collar,single,secondary,no,-173,yes,no,unknown,4,jun,121,2,-1,0,unknown,no,
30,admin.,single,secondary,yes,-242,no,no,unknown,4,jun,276,1,-1,0,unknown,no,
33,blue-collar,married,secondary,no,355,yes,no,unknown,4,jun,87,3,-1,0,unknown,no,
30,blue-collar,married,secondary,no,578,yes,yes,unknown,4,jun,48,1,-1,0,unknown,no,
33,blue-collar,married,secondary,no,355,yes,no,unknown,4,jun,87,3,-1,0,unknown,no,
30,blue-collar,married,secondary,no,578,yes,yes,unknown,4,jun,48,1,-1,0,unknown,no,
33,blue-collar,married,secondary,no,355,yes,no,unknown,4,jun,87,3,-1,0,unknown,no,
59,retired,divorced,secondary,no,284,no,yes,unknown,4,jun,265,2,-1,0,unknown,no,
59,retired,divorced,secondary,no,284,no,yes,unknown,4,jun,265,2,-1,0,unknown,no,
60,retired,married,primary,no,1664,yes,no,unknown,4,jun,142,2,-1,0,unknown,no,
29,management,single,tertiary,no,1566,yes,no,unknown,4,jun,233,1,-1,0,unknown,no,
38,blue-collar,married,primary,no,5839,yes,no,unknown,4,jun,984,2,-1,0,unknown,yes,
60,retired,married,primary,no,1664,yes,no,unknown,4,jun,142,2,-1,0,unknown,no,
29,management,single,tertiary,no,1566,yes,no,unknown,4,jun,233,1,-1,0,unknown,no,
38,blue-collar,married,primary,no,5839,yes,no,unknown,4,jun,984,2,-1,0,unknown,yes,
29,management,single,tertiary,no,1566,yes,no,unknown,4,jun,233,1,-1,0,unknown,no,
38,blue-collar,married,primary,no,5839,yes,no,unknown,4,jun,984,2,-1,0,unknown,yes,
39,blue-collar,married,secondary,no,1386,yes,yes,unknown,4,jun,193,2,-1,0,unknown,no,
27,blue-collar,married,secondary,no,6196,yes,no,unknown,4,jun,355,1,-1,0,unknown,no,
29,blue-collar,married,secondary,no,296,yes,no,unknown,4,jun,153,1,-1,0,unknown,no,
30,services,single,secondary,no,773,yes,yes,unknown,4,jun,29,1,-1,0,unknown,no,
34,blue-collar,married,secondary,no,587,yes,no,unknown,4,jun,77,8,-1,0,unknown,no,
35,entrepreneur,married,secondary,no,2008,no,no,unknown,4,jun,178,6,-1,0,unknown,no,
29,blue-collar,single,secondary,no,353,yes,no,unknown,4,jun,184,1,-1,0,unknown,no,
31,blue-collar,single,secondary,no,-173,yes,no,unknown,4,jun,121,2,-1,0,unknown,no,
30,admin.,single,secondary,yes,-242,no,no,unknown,4,jun,276,1,-1,0,unknown,no,
33,blue-collar,married,secondary,no,355,yes,no,unknown,4,jun,87,3,-1,0,unknown,no,
30,blue-collar,married,secondary,no,578,yes,yes,unknown,4,jun,48,1,-1,0,unknown,no,
33,blue-collar,married,secondary,no,355,yes,no,unknown,4,jun,87,3,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
26,admin.,single,secondary,no,92,yes,no,unknown,13,may,259,1,-1,0,unknown,no,
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no,
58,technician,married,unknown,no,-205,yes,no,unknown,3,jun,497,2,-1,0,unknown,no,
57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no,
52,unemployed,married,secondary,no,2251,yes,no,unknown,3,jun,58,9,-1,0,unknown,no,
57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no,
43,blue-collar,married,primary,no,3131,yes,no,unknown,3,jun,441,3,-1,0,unknown,no,
59,management,married,tertiary,no,2020,no,yes,unknown,9,jun,250,2,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
49,entrepreneur,divorced,secondary,no,159,yes,no,unknown,13,may,95,3,-1,0,unknown,no,
50,blue-collar,married,primary,no,5356,no,no,unknown,13,may,289,1,-1,0,unknown,no,
51,admin.,single,secondary,no,3132,no,no,unknown,13,may,459,1,-1,0,unknown,no,
52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown,no,
57,housemaid,married,secondary,no,992,no,no,unknown,9,jun,329,3,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,may,1015,1,-1,0,unknown,yes,
48,management,married,tertiary,no,1949,yes,no,unknown,13,may,683,2,-1,0,unknown,yes,
48,management,married,tertiary,no,1949,yes,no,unknown,13,may,683,2,-1,0,unknown,yes,
52,services,divorced,secondary,no,1635,yes,no,unknown,13,may,730,1,-1,0,unknown,no,
54,admin.,divorced,secondary,no,1814,no,no,unknown,13,may,521,1,-1,0,unknown,no,
45,entrepreneur,divorced,tertiary,no,0,yes,no,unknown,13,may,170,1,-1,0,unknown,no,
46,management,married,tertiary,no,48,no,no,unknown,13,may,120,1,-1,0,unknown,no,
47,blue-collar,married,primary,no,521,yes,no,unknown,13,may,262,1,-1,0,unknown,no,
48,services,divorced,primary,no,189,yes,no,unknown,13,may,768,1,-1,0,unknown,no,
49,entrepreneur,divorced,secondary,no,159,yes,no,unknown,13,may,95,3,-1,0,unknown,no,
50,blue-collar,married,primary,no,5356,no,no,unknown,13,may,289,1,-1,0,unknown,no,
51,admin.,single,secondary,no,3132,no,no,unknown,13,may,459,1,-1,0,unknown,no,
52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no,
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
51,technician,married,unknown,no,205,yes,yes,unknown,13,may,665,1,-1,0,unknown,no,
26,admin.,single,secondary,no,92,yes,no,unknown,13,may,259,1,-1,0,unknown,no,
55,blue-collar,divorced,primary,no,39,yes,no,unknown,13,may,343,1,-1,0,unknown,no,
57,management,married,primary,no,1052,yes,no,unknown,13,may,227,4,-1,0,unknown,no,
58,technician,married,unknown,no,-205,yes,no,unknown,3,jun,497,2,-1,0,unknown,no,
57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no,
52,unemployed,married,secondary,no,2251,yes,no,unknown,3,jun,58,9,-1,0,unknown,no,
57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no,
57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no,
52,unemployed,married,secondary,no,2251,yes,no,unknown,3,jun,58,9,-1,0,unknown,no,
57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no,
59,retired,divorced,unknown,no,-49,yes,no,unknown,13,may,248,2,-1,0,unknown,no,
31,technician,married,secondary,no,2363,yes,no,unknown,13,may,247,1,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no,
59,management,married,tertiary,no,2020,no,yes,unknown,9,jun,250,2,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
26,admin.,single,secondary,no,92,yes,no,unknown,13,may,259,1,-1,0,unknown,no,
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no,
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,
43,blue-collar,married,primary,no,3131,yes,no,unknown,3,jun,441,3,-1,0,unknown,no,
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no,
47,blue-collar,married,primary,no,4157,no,no,unknown,11,jun,90,3,-1,0,unknown,no,
48,services,married,secondary,no,11516,no,no,unknown,11,jun,399,8,-1,0,unknown,no,
